Tumor_Sample_Barcode	signature	weights	short_histology	experimental_strategy	num_mutations	genome_size	mut_per_mb
BS_KXGJ1HMG	Signature.1	0.653384532746102	HGAT	WGS	695.2011428418525	3088286401	0.2251090257097734
BS_C2NH5FDT	Signature.1	0.2224791182274986	HGAT	WGS	504.3601610217393	3088286401	0.1633139209039762
BS_KHSYAB3J	Signature.1	0.2612984237940025	HGAT	WGS	1169.833043325749	3088286401	0.37879681202719806
BS_KAD49R68	Signature.1	0.14743696555763097	HGAT	WGS	276.88662131723095	3088286401	0.08965704127297712
BS_96S0VQBN	Signature.1	0.07516324952577001	HGAT	WGS	551.6230882696261	3088286401	0.17861785360677956
BS_79NQJZ09	Signature.1	0.19002911405753442	HGAT	WGS	488.94491047003606	3088286401	0.1583223985676049
BS_P8WN8XEQ	Signature.1	0.15162531113555147	HGAT	WGS	1206.482600705583	3088286401	0.39066409135982955
BS_79SYEHY3	Signature.1	0	HGAT	WGS	0	3088286401	0
BS_J4E9SW51	Signature.1	0.3670163696112986	HGAT	WGS	348.66555113073366	3088286401	0.11289935772078467
BS_HM5GFJN8	Signature.1	0	HGAT	WGS	0	3088286401	0
BS_R1G6SG0K	Signature.1	0.15461397714113428	HGAT	WGS	417.921580212486	3088286401	0.13532474840324435
BS_E5H6CFYT	Signature.1	0.1398665574907552	HGAT	WGS	184.62385588779685	3088286401	0.05978197353328852
BS_3E5C1PN1	Signature.1	0.21912797214232493	HGAT	WGS	450.30798275247776	3088286401	0.14581160044180688
BS_MSB1RDAJ	Signature.1	1	HGAT	WGS	1298	3088286401	0.42029780644039433
BS_ABZ3BK38	Signature.1	0	HGAT	WGS	0	3088286401	0
BS_F8K4VQMF	Signature.1	0.9284635973874483	HGAT	WGS	182.90732868532731	3088286401	0.059226154875435505
BS_KYPMZZSY	Signature.1	0.22450662279700323	HGAT	WGS	423.4194905951481	3088286401	0.13710499468509238
BS_EJV0N3BX	Signature.1	0.473608067599418	HGAT	WGS	1536.8581793601113	3088286401	0.4976410798112734
BS_AFAHY6HP	Signature.1	0.37703850226094077	HGAT	WGS	37.32681172383314	3088286401	0.012086577110123778
BS_S0T3CQ97	Signature.1	0.9578177936228063	HGAT	WGS	2040.1519004165773	3088286401	0.6606096830125495
BS_M659G06J	Signature.1	0.2694698890939788	HGAT	WGS	108.86583519396743	3088286401	0.035251210884688744
BS_BFDEZK1C	Signature.1	0.2740294131815736	HGAT	WGS	479.55147306775376	3088286401	0.1552807644111223
BS_XMP9XNR9	Signature.1	0.09933744991548844	HGAT	WGS	538.0116287422854	3088286401	0.17421040631726223
BS_1YTHM07J	Signature.1	0	HGAT	WGS	0	3088286401	0
BS_C19DFVR5	Signature.1	0.18693180868337989	HGAT	WGS	463.5908855347821	3088286401	0.15011265968877416
BS_BQWMQM2Y	Signature.1	0.10586897062450645	HGAT	WGS	145.7815725499454	3088286401	0.047204680402290644
BS_P4K6WK9Y	Signature.1	0.1613588303866123	HGAT	WGS	70.02973238778974	3088286401	0.022675919035590034
BS_FJEZ3ASV	Signature.1	0.1457459686753241	HGAT	WGS	1080.123373852827	3088286401	0.34974844739240457
BS_WPCBK1EG	Signature.1	0.36274314442550165	HGAT	WGS	68.55845429641981	3088286401	0.022199513061424713
BS_00TRPEQX	Signature.1	0	HGAT	WGS	0	3088286401	0
BS_ZCY4ECNV	Signature.1	0.20158620774531807	HGAT	WGS	389.86772577944515	3088286401	0.12624079348767794
BS_853PNV7P	Signature.1	0.2715417828965228	HGAT	WGS	390.2055420223033	3088286401	0.12635017979419044
BS_8FSJDG2T	Signature.1	0.23884571775880714	HGAT	WGS	407.470794496525	3088286401	0.13194074045871662
BS_DH86PF5A	Signature.1	0.33435561136914893	HGAT	WGS	68.54290033067554	3088286401	0.02219447662253121
BS_928HWFFM	Signature.1	0.5486383251641179	HGAT	WGS	229.3308199186013	3088286401	0.07425827470028137
BS_WJF6ZXWN	Signature.1	0.4128266221766221	HGAT	WGS	542.867008162258	3088286401	0.1757825983971161
