Tumor_Sample_Barcode	signature	weights	short_histology	experimental_strategy	num_mutations	genome_size	mut_per_mb
BS_KHJMCFQR	Signature.26	0	HGAT	WXS	0	149089890	0
BS_DD2N8CEX	Signature.27	0	HGAT	WXS	0	149089890	0
BS_XNYH7VK6	Signature.27	0	HGAT	WXS	0	149089890	0
BS_X0KN4VVW	Signature.27	0	HGAT	WXS	0	149089890	0
BS_JWDK21ED	Signature.27	0	HGAT	WXS	0	149089890	0
BS_BT83BCEE	Signature.27	0	HGAT	WXS	0	149089890	0
BS_2DNGDW0A	Signature.27	0	HGAT	WXS	0	149089890	0
BS_4SCDT7M9	Signature.27	0	HGAT	WXS	0	149089890	0
BS_7PAAZQE6	Signature.27	0	HGAT	WXS	0	149089890	0
BS_QF7M4SHH	Signature.27	0	HGAT	WGS	0	3088286401	0
BS_91HP99HY	Signature.27	0	HGAT	WXS	0	149089890	0
BS_JC7E55BV	Signature.27	0	HGAT	WGS	0	3088286401	0
BS_KHJMCFQR	Signature.27	0	HGAT	WXS	0	149089890	0
BS_DD2N8CEX	Signature.28	0	HGAT	WXS	0	149089890	0
BS_XNYH7VK6	Signature.28	0	HGAT	WXS	0	149089890	0
BS_X0KN4VVW	Signature.28	0	HGAT	WXS	0	149089890	0
BS_JWDK21ED	Signature.28	0	HGAT	WXS	0	149089890	0
BS_BT83BCEE	Signature.28	0	HGAT	WXS	0	149089890	0
BS_2DNGDW0A	Signature.28	0	HGAT	WXS	0	149089890	0
BS_4SCDT7M9	Signature.28	0	HGAT	WXS	0	149089890	0
BS_7PAAZQE6	Signature.28	0	HGAT	WXS	0	149089890	0
BS_QF7M4SHH	Signature.28	0	HGAT	WGS	0	3088286401	0
BS_91HP99HY	Signature.28	0	HGAT	WXS	0	149089890	0
BS_JC7E55BV	Signature.28	0	HGAT	WGS	0	3088286401	0
BS_KHJMCFQR	Signature.28	0	HGAT	WXS	0	149089890	0
BS_DD2N8CEX	Signature.29	0.09060273402820608	HGAT	WXS	7.882437860453929	149089890	0.05287037142796154
BS_XNYH7VK6	Signature.29	0	HGAT	WXS	0	149089890	0
BS_X0KN4VVW	Signature.29	0	HGAT	WXS	0	149089890	0
BS_JWDK21ED	Signature.29	0	HGAT	WXS	0	149089890	0
BS_BT83BCEE	Signature.29	0	HGAT	WXS	0	149089890	0
BS_2DNGDW0A	Signature.29	0	HGAT	WXS	0	149089890	0
BS_4SCDT7M9	Signature.29	0	HGAT	WXS	0	149089890	0
BS_7PAAZQE6	Signature.29	0	HGAT	WXS	0	149089890	0
BS_QF7M4SHH	Signature.29	0	HGAT	WGS	0	3088286401	0
BS_91HP99HY	Signature.29	0	HGAT	WXS	0	149089890	0
BS_JC7E55BV	Signature.29	0	HGAT	WGS	0	3088286401	0
BS_KHJMCFQR	Signature.29	0	HGAT	WXS	0	149089890	0
